Gen 1:1  Na_początku stworzył Bóg ** niebo i_** ziemię.
Gen 8:5  A_wody były idące i_ubywające aż_do miesiąca dziesiątego. W_dziesiątym, pierwszego tego_miesiąca ukazały_się szczyty gór.
Gen 8:6  I_stało_się z_końcem czterdziestu [dzień] dni i_otworzył Noe **_okno arki, które uczynił.
Gen 8:7  I_wypuścił **_kruka. I_wylatywał, wylatywał i_wracał aż_wyschły wody znad ziemi.
Gen 8:8  I_wypuścił **_gołębicę od_niego, aby_zobaczyć, czy_zmniejszyły_się wody znad powierzchni ziemi.
Gen 8:9  I_nie_znalazła gołębica miejsca_odpoczynku dla_stopy_swojej i_wróciła do_niego do_arki, bo_wody nad_powierzchnią całej_ziemi. I_wyciągnął rękę_swoją i_wziął_ją, i_wpuścił ją do_siebie do_arki.
Gen 8:10  I_poczekał jeszcze siedem dni następnych, ponownie wypuścił **_gołębicę z_arki.
Gen 8:11  I_przybyła do_niego gołębica na_czas wieczoru. I_oto_(był) liść_oliwny świeży w_dziobie_jej. I_poznał Noe, że_zmniejszyły_się wody znad ziemi.
Gen 8:12  I_poczekał jeszcze siedem dni następnych. I_wypuścił **_gołębicę, i_nie_uczyniła_powtórnie aby_wrócić_do_niego znowu.
Gen 8:13  I_stało_się w_pierwszym i_sześć_setek roku, w_pierwszym_(miesiącu), w_pierwszym_(dniu) miesiąca obeschły wody znad ziemi. I_zdjął Noe **_dach arki i_widział, i_oto obeschła powierzchnia ziemi.
Gen 8:14  A_w_miesiącu drugim w_siódmym i_dwudziestym dniu miesiąca była_sucha ziemia.
Gen 8:15  I_powiedział Bóg do_Noego, mówiąc:
Gen 8:16  Wyjdź z_arki, ty i_żona_twoja, i_synowie_twoi, i_żony_synów_twoich z_tobą.
Gen 8:17  Wszelkie_zwierzę, które_z_tobą_(są) ze_wszelkiego_ciała, z_ptactwa, i_z_bydła i_z_wszelkiego_płazu pełzającego na_ziemi wyprowadź *** z_tobą, i_roiły_się na_ziemi i_rozradzały i_mnożyły na_ziemi.
Gen 8:18  I_wyszedł_Noe i_synowie_jego, i_żona_jego i_żony_synów_jego z_nim.
Gen 8:19  Wszelkie_zwierzę, wszelki_płaz, i_wszelkie_ptactwo, wszystko pełzające na_ziemi według_gatunku_ich wyszły z_arki.
Gen 8:20  I_zbudował Noe ołtarz dla_JHWH i_wziął z_wszelkiego bydła czystego i_z_wszelkiego ptactwa czystego, i_ofiarował ofiarę_całopalną na_ołtarzu.
Gen 8:21  I_poczuł JHWH **_woń miłą, i_rzekł JHWH [do](w)_sercu_swoim: Nie_będę_więcej przeklinać bardziej**_ziemię z_powodu człowieka, bo skłonność serca ludzkiego zła od_młodości_jego, i_nie_będę_więcej bardziej karać **_żadnego_życia, jak_to uczyniłem.
Gen 8:22  Jeszcze (przez)_wszystkie_dni ziemi, siew i_żniwo, i_zimno i_gorąco, i_lato i_zima, i_dzień i_noc, nie ustaną.
Gen 9:1  I_pobłogosławił Bóg **_Noego i**_synów_jego i_powiedział do_nich: Bądźcie_płodni i_rozmnażajcie_się, i_napełniajcie **_ziemię.
Gen 9:2  A_strach_wasz i_lęk_wasz niech_będzie nad wszelkim_zwierzem ziemi i_nad wszelkim_ptactwem nieba. Wszystko, co porusza_się (na)_ziemi i_wszystkie_ryby morza, w_ręce_wasze oddane.
Gen 9:3  Wszystko_co_rusza_się, co **_żyje, dla_was będzie na_pokarm, jak_zieloną trawę dałem dla_was wszystko.
Gen 9:4  Ale_mięsa z_życiem_jego (z)_krwią_jego, nie będziecie_jedli.
Gen 9:5  Ale_i **_krew_waszą dla_życia_waszego będę_żądał z_ręki każdego_zwierzęcia będę_żądał_jego, i_z_ręki człowieka, z_ręki mężczyzny brata_jego będę_żądał **_życia człowieka.
Gen 9:6  (Kto)_przeleje krew człowieka przez_człowieka krew_jego będzie_przelana, bo na_obraz Boga uczynił **_człowieka.
Gen 9:7  A_wy bądźcie_płodni i_rozmnażajcie_się, rójcie_się na_ziemi, i_rozmnażajcie_się_na_niej.
Gen 9:8  I_powiedział Bóg do_Noego i_do_synów_jego z_nim mówiąc:
Gen 9:9  I_ja, oto zawrę **_przymierze_moje z_wami i_**_potomstwem_waszym, po_was;
Gen 9:10  i_** wszelką_istotą żyjącą, która z_wami w_ptactwie, w_bydle, i_we_wszelkim_zwierzęciu ziemi, z_wami, z_wszystkimi wychodzącymi (z)_arki, (z)_wszelkim zwierzęciem ziemi.
Gen 9:11  I_zawrę **_przymierze_moje z_wami i_nie_będzie_zniszczone żadne_ciało (nigdy)_więcej przez_wody potopu, i_nie_będzie (nigdy)_więcej potopu, aby_zniszczyć ziemię.
Gen 9:12  I_powiedział Bóg: Ten znak_przymierza, który_ja daję między_mną, i_między_wami, i_między wszelką_istotą żyjącą_była która z_wami, na_pokolenia wieczne.
Gen 9:13  **_Łuk_mój dam na_obłoku, i_będzie na_znak przymierza między_mną, i_między ziemią.
Gen 9:14  I_będzie (gdy)_rozciągnę obłok nad_ziemią i_ukaże_się łuk na_obłoku.
Gen 9:15  I_będę_pamiętał **_przymierze_moje, które między_mną i_między_wami, i_między wszelką_istotą żyjącą w_każdym_ciele i_nie_będzie (nigdy)_więcej wody **_potopu, aby_zniszczyć wszelkie_ciało.
Gen 9:16  I_będzie **_łuk na_obłoku, i_spojrzę_na_niego, aby_pamiętać przymierze wieczne między Bogiem, i_między wszelką_istotą żyjącą w_każdym_ciele, które na_ziemi.
Gen 9:17  I_powiedział Bóg do_Noego: To_(jest) znak_przymierza, które zawarłem między_mną i_między wszelkim_ciałem, które na_ziemi. *
Gen 9:18  I_byli synowie_Noego wychodzącymi z_**_arki, Sem i_Cham, i_Jafet. A_Cham (był)_[on] ojcem Kanaana.
Gen 9:19  Trzej ci (byli)_synami_Noego, i_z_nich zasiedliła_się cała_ziemia.
Gen 9:20  I_zaczął Noe mąż ziemi i_zasadził latorośl winną.
Gen 9:21  I_wypił **_wina, i_upił_się, i_leżał_nagi w_środku namiotu.
Gen 9:22  I_widział Cham ojciec Kanaana ** nagość ojca_swego, i_opowiedział (to)_dwóm_braciom_swoim na_zewnątrz.
Gen 9:23  I_wziął Sem i_Jafet **_płaszcz i_położyli na_ramiona ich_obu i_weszli tyłem, i_przykryli ** nagość ojca_swego, a_twarze_ich były_odwrócone i_nagości ojca_swego nie widzieli.
Gen 9:24  I_obudził_się Noe po_winie_swoim, i_dowiedział_się, ** co_zrobił_mu syn_jego młodszy.
Gen 9:25  I_powiedział: Przeklęty Kanaan! Sługą sług niech_będzie dla_braci_swoich.
Gen 9:26  I_powiedział: Błogosławiony JHWH, Bóg Sema! Niech_będzie Kanaan sługą dla_niego.
Gen 9:27  Niech_rozprzestrzeni Bóg Jafeta, i_niech_zamieszka w_namiotach_Sema, i_niech_będzie Kanaan sługą dla_niego.
Gen 9:28  I_żył_Noe po potopie trzysta ** lat i_pięćdziesiąt lat.
Gen 9:29  I_było wszystkich_dni_Noego dziewięćset ** lat i_pięćdziesiąt lat i_umarł.
Gen 10:1  Oto potomkowie synów_Noego: Sema, Chama i_Jafeta. I_urodzili_się im synowie po potopie.
Gen 10:2  Synowie Jafeta: Gomer i_Magog, i_Madaj, i_Jawan, i_Tubal, i_Meszek, i_Tiras.
Gen 10:3  A_synowie Gomera: Aszkanaz i_Rifat, i_Togarma.
Gen 10:4  A_synowie Jawana: Elisza i_Tarszisz, Kittim, i_Dodanim.
Gen 10:5  Od_tych odłączyły_się wyspy narodów w_krainy_swoje, każdy według_języka_swego, według_rodów_swoich w_narodach_swoich.
Gen 10:6  A_Synowie Chama: Kuszi_Micraim, i_Put, i_Kannaan.
Gen 10:7  A_synowie Kusza: Seba i_Chawila, i_Sabta, i_Rama, i_Sabteka. A_synowie Rama: Seba i_Dedan.
Gen 10:8  A_Kusz zrodził **_Nimroda, on zaczął być dzielnym na_ziemi.
Gen 10:9  On_był dzielnym_myśliwym przed JHWH, dlatego mówi_się: Jak_Nimrod dzielny myśliwy przed JHWH.
Gen 10:10  I_był początek królestwo_jego (w)_Babel i_Erek, i_Akkad, i_Kalne, w_ziemi Szinear.
Gen 10:11  Z_tej_ziemi z_niej wyszedł (do)_Aszszuru i_zbudował **_Niniwę, i_**_Rechobot_Ir i_**_Kalach.
Gen 10:12  I_**_Resan między Niniwą a_(między) Kalach (było)_[ono] miastem wielkim.
Gen 10:13  I_Micraim zrodził **_Ludima i_**_Anamima, i_**_Lechabima, i_**_Naftuchima.
Gen 10:14  I_**_Patrusima i_**_Kasluchima, (od)_którego wyszli stamtąd Filistyni i_**_Kaftoryci.
Gen 10:15  A_Kanaan zrodził **_Sidona pierworodnego_swego i_**_Cheta.
Gen 10:16  I_**_Jebusytów i_**_Amorytów, i_** Girgaszytów.
Gen 10:17  I_**_Chiwwitów i_**_Arkitów, i_**_Sinitów.
Gen 10:18  I_**_Arwadytów, i_**_Semarytów, i_**_Chamatytów, a_potem rozproszyły_się rody kananejskie.
Gen 10:19  A_była granica Kananejczyków: od_Sydonu w_kierunku Gerary aż_(do)_Gazy, w_kierunku Sodomy i_Gomory, i_Admy, i_Sebboim aż_(do)_Leszy.
Gen 10:20  Oto synowie_Chama według_rodów_swoich, według_języków_swoich w_krainach_swoich, wśród_narodów_swoich.
Gen 10:21  A_**_Semowi narodzili_się również_on_(jest), ojcem wszystkich_synów_Ebera, bratem Jafeta starszym.
Gen 10:22  Synowie Sema: Elam i_Aszszur, i_Arpachszad, i_Lud i_Aram.
Gen 10:23  A_synowie Arama: Us i_Chul, i_Geter, i_Masz.
Gen 10:24  A_Arpachszad zrodził **_Szelacha, a_Szelach zrodził **_Ebera.
Gen 10:25  A_Eberowi narodziło_się dwóch synów: imię jednego Peleg, bo w_(czasie)_dni_jego podzielona_została ziemia, a_imię brata_jego Joktan.
Gen 10:26  A_Joktan zrodził **_Almodada i_**_Szalafa, i_**_Chasarmaweta, i_**_Jaracha.
Gen 10:27  I_**_Hadorama i_**_Uzala, i_**_Diklę,
Gen 10:28  i_**_Obala, i_**_Abimaela, i_**_Sebę.
Gen 10:29  A_**_Ofirę i_**_Chawilę, i_**_Jobaba. Wszyscy_ci synowie Joktana.
Gen 10:30  A_była siedziba_ich od_Meszy w_kierunku Sefar (aż_do)_góry wschodniej.
Gen 10:31  Oto synowie_Sema według_rodów_swoich, według_języków_swoich w_krainach_swoich według_narodów_ich.
Gen 10:32  Oto rody synów_Noego według_pokoleń_ich w_narodach_swoich, a_z_nich rozprzestrzeniły_się te_narody na_ziemi po potopie.
Gen 11:1  I_był (na)_całej_ziemi język jeden i_słowa jednakowe.
Gen 11:2  I_stało_się w_wędrowaniu_ich ze_wschodu, i_znaleźli równinę w_ziemi Szinear i_zamieszkali tam.
Gen 11:3  I_powiedzieli jeden do_drugiego: Weźmy_się wyróbmy cegły i_wypalmy ogniem. I_będzie dla_nich cegła kamieniem, a_smoła będzie dla_nich wapnem.
Gen 11:4  I_powiedzieli: Weźmy zbudujmy_sobie miasto i_wieżę a_szczyt_jej w_niebie i_uczyńmy_sobie imię, abyśmy_się_nie_rozproszyli na_powierzchni całej_ziemi.
Gen 11:5  I_zstąpił JHWH, aby_zobaczyć **_miasto i_**_wieżę, którą budowali synowie ludzcy.
Gen 11:6  I_powiedział JHWH: Oto lud jeden i_język jeden dla_wszystkich. A_to_(jest) początek_ich działania. I_teraz, nie_da_się_powstrzymać ich_od wszystkiego, co wymyślą do_działania.
Gen 11:7  Weźmy, zstąpmy, i_pomieszajmy tam języki_ich, aby nie zrozumieli jeden języka drugiego.
Gen 11:8  I_rozproszył JHWH ich stamtąd po_powierzchni całej_ziemi i_zaprzestali budować miasto.
Gen 11:9  Dlatego nazwał imieniem_jego: Babel, bo_tam pomieszał JHWH język całej_ziemi i_stamtąd rozproszył_ich JHWH po_powierzchni całej_ziemi.
Gen 11:10  Oto pokolenia Sema: Sem **_(miał)_sto lat i_zrodził **_Arpachszada, dwa_(lata) po potopie.
Gen 11:11  I_żył_Sem po zrodzeniu_go **_Arpachszada pięćset ** lat i_zrodził synów i_córki.
Gen 11:12  I_Arpachszad żył pięć i_trzydzieści lat i_zrodził **_Szelacha.
Gen 11:13  I_żył Arpachszad po zrodzeniu_go Szelacha trzy lata i_czterysta ** lat i_zrodził synów_córki.
Gen 11:14  A_Szelach żył trzydzieści lat i_zrodził **_Ebera.
Gen 11:15  I_żył_Szelach po zrodzeniu_go **_Ebera trzy lata i_czterysta ** lat i_zrodził synów i_córki.
Gen 11:16  I_żył_Eber cztery i_trzydzieści lat i_zrodził **_Pelega.
Gen 11:17  I_żył_Eber po zrodzeniu_go **_Pelega trzydzieści lat i_czterysta ** lat i_zrodził synów i_córki,
Gen 11:18  I_żył_Peleg trzydzieści lat i_zrodził **_Reu.
Gen 11:19  I_żył_Peleg po zrodzeniu_go **_Reu dziewięć lat i_dwieście lat i_zrodził synów i_córki.
Gen 11:20  I_żył Reu dwa i_trzydzieści lat i_zrodził **_Seruga.
Gen 11:21  I_żył Reu po zrodzeniu_go **_Seruga siedem lat i_dwieście lat, i_zrodził synów i_córki.
Gen 11:22  I_żył Serug trzydzieści lat i_zrodził **_Nachora.
Gen 11:23  I_żył Serug po zrodzeniu_go **_Nachora dwieście lat i_zrodził synów i_córki.
Gen 11:24  I_żył Nachor dziewięć i_dwadzieścia lat i_zrodził **_Teracha.
Gen 11:25  I_żył Nachor po zrodzeniu_go **_Teracha dziewiętnaście lat i_sto lat i_zrodził synów i_córki.
Gen 11:26  I_żył_Terach siedemdziesiąt lat i_zrodził **_Abrama, Nachora, i**_Harana.
Gen 11:27  A_oto potomstwo Teracha: Terach zrodził **_Abrama, **_Nachora, i_**_Harana. A_Haran zrodził **_Lota.
Gen 11:28  I_umarł Haran przed_obliczem Teracha, ojca_swego w_ziemi narodzenia_swego, w_Ur Chaldejczyków.
Gen 11:29  I_wziął Abram i_Nachor sobie żony, imię żony_Abrama Saraj, a_imię żony_Nachora Milka, córka_Harana, ojca_Milki i_ojca Jiski.
Gen 11:30  I_była Saraj bezpłodna, nie (** miała) dzieci.
Gen 11:31  I_wziął Terach **_Abrama syna_swojego i_**_Lota syna_Harana, syna_swojego i ** Saraj synowę_swoją, żonę Abrama, syna_swojego, i_wyszli z_nimi z_Ur Chaldejczyków, aby_pójść do_ziemi Kanaan. I_weszli do_Charanu i_osiedli tam.
Gen 11:32  I_były dni_Teracha pięć lat i_dwieście lat, i_umarł Terach w_Charan.
Gen 12:1  I_powiedział JHWH do_Abrama: Idźże_ty z_ziemi_twojej, i_z_pokolenia_twego, z_domu ojca_twego do_ziemi, którą wskażę_ci.
Gen 12:2  A_ja_uczynię_cię narodem wielkim, i_pobłogosławię_cię, i_wywyższę imię_twoje, i_będziesz błogosławieństwem.
Gen 12:3  I_pobłogosławię błogosławiącym_tobie, a_złorzeczących_tobie przeklnę, i_będą_błogosławione w_tobie wszystkie plemiona ziemi.
Gen 12:4  I_poszedł Abram, jak rozkazał mu JHWH. I_poszedł z_nim Lot. A_Abram miał_pięć lat i_siedemdziesiąt lat w_(czasie)_wyjścia_swego z_Charanu.
Gen 12:5  I_wziął Abram **_Saraj żonę_swoją i_**_Lota syna_brata_swego i_**_cały_dobytek_ich, który nabyli, i_**_osoby, które_służyły w_Charanie. I_wyszli, aby_pójść do_ziemi Kanaan. I_weszli do_ziemi Kanaan.
Gen 12:6  I_przeszedł Abram w_tym_kraju, aż_do miejsca Sychem, aż_do dębu More, a_Kananejczycy (byli)_wtedy w_tym_kraju.
Gen 12:7  I_ukazał_się JHWH **_Abramowi, i_powiedział: Potomstwu_twojemu dam **_tę_ziemię, tę_tutaj. I_zbudował tam ołtarz dla_JHWH, który_się_ukazał mu.
Gen 12:8  I_przeniósł_się stamtąd na_wzgórze, na_wschód do_Bet_El. I_rozbił namiot_swój, Bet_El na_zachód i_Aj na_wschód, i_zbudował_tam ołtarz dla_JHWH, i_wzywał imienia JHWH.
Gen 12:9  I_wyruszył Abram, idąc i_wędrując do_Negebu.
Gen 12:10  A_był głód w_tym_kraju i_zszedł Abram do_Egiptu, aby_zamieszkać tam, bo_ciężki głód_(był) w_tym_kraju.
Gen 12:11  A_stało_się (tak)_kiedy zbliżył_się, aby_wejść do_Egiptu, i_powiedział do_Saraj żony_swojej: Oto_** wiem, że kobietą pięknego_wyglądu ty_(jesteś).
Gen 12:12  I_stanie_się_(tak), że_ujrzą ciebie Egipcjanie i_powiedzą: żona_(to)_jego, ta_tutaj. I_zabiją mnie, a_ciebie przy_życiu_pozostawią.
Gen 12:13  Powiedz_**,_(że) siostrą_moją ty_(jesteś), aby było_dobrze_mi z_powodu_twojego i_pozostała_żywa osoba_moja ze_względu_na_ciebie.
Gen 12:14  I_stało_się, kiedy_przybył Abram do_Egiptu i_ujrzeli Egipcjanie **_kobietę, że_piękna ona_(jest) bardzo.
Gen 12:15  I_ujrzeli ją urzędnicy faraona, i_wychwalali ją przed_faraonem. I_została_wzięta ta_kobieta (do)_domu faraona.
Gen 12:16  A_Abramowi działo_się_dobrze ze_względu_na_nią. I_stało_się_(że_,dano)_mu owce_i_woły, i_osły, i_niewolników, i_niewolnice, i_oślice i_wielbłądy.
Gen 12:17  I_dotknął JHWH**_faraona klęskami wielkimi i_**_dom_jego z_powodu Saraj, żony Abrama.
Gen 12:18  I_wezwał faraon **_Abrama, i_powiedział: Cóż_to uczyniłeś mi, dlaczego nie_powiedziałeś mi, że żoną_twoją (jest)_ona.
Gen 12:19  Dlaczego mówiłeś: siostrą_moją (jest)_ona, i_wziąłem ją sobie za_żonę. A_teraz oto żona_twoja. Weź i_idź.
Gen 12:20  I_rozkazał (przez)_niego, faraon ludzi, i_wysłali go, i**-_żonę_jego i_**_wszystko,_co_(było)_jego.
Gen 13:1  I_wyszedł Abram z_Egiptu, on i_żona_jego i_wszystko,_co_(było)_jego, i_Lot z_nim_(poszedł) do_Negebu.
Gen 13:2  A_Abram bogaty_(był) bardzo w_stada, w_srebro i_w_złoto.
Gen 13:3  I_szedł w_wędrowaniu_swoim od_Negebu i_aż_do_Bet_El, aż_do_tego_miejsca, gdzie_był tam namiot_jego *** na_początku między Bet_El i_między Aj.
Gen 13:4  Do_miejsca tego_ołtarza, który_uczynił tam na_początku i_wzywał tam Abram imienia JHWH.
Gen 13:5  A_także_dla_Lota, idącego**_z_Abramem, była trzoda_i_bydło i_namioty.
Gen 13:6  I_nie_utrzymywała ich ta_ziemia, aby_(mogli)_zamieszkać razem, bo_był dobytek_ich liczny i_nie mogli zamieszkać razem.
Gen 13:7  I_był_spór między pasterzami stada_Abrama i_między pasterzami stada_Lota. A_Kananejczyk i_Peryzzyjczyk wtedy  mieszka(ł) w_tym_kraju.
Gen 13:8  I_powiedział Abram do_Lota: Niechaj_nie będzie sporu między_mną i_między_tobą, i_między pasterzami_moimi a_między pasterzami_twoimi, bo_mężami [braćmi] krewnymi my (jesteśmy).
Gen 13:9  Czyż_nie cała_ta_ziemia przed_tobą? Oddziel_się zatem ode_mnie; jeśli_na_lewo, (to)_ja_na_prawo, a_jeśli_na_prawo, (to)_ja_na_lewo.
Gen 13:10  I_podniósł_Lot **_oczy_swe, i_widział **_całą_okolicę Jordanu, że cała_(była)_ona nawodniona, zanim zniszczył JHWH **_Sodomę i_**_Gomorę, jak_ogród_JHWH, jak_ziemia Egiptu biegnąca (do)_Soar.
Gen 13:11  I_wybrał_sobie Lot ** całą_okolicę Jordanu i_wyruszył Lot na_wschód. I_rozłączyli_się, mąż od brata_swego.
Gen 13:12  Abram osiadł w_ziemi_Kanaan, a_Lot osiadł w_miastach tej_okolicy, i_rozbił_namioty aż_do_Sodomy.
Gen 13:13  A_ludzie Sodomy (byli)_źli i_grzeszni dla_JHWH bardzo.
Gen 13:14  I_JHWH powiedział do_Abrama po oddzieleniu_się_Lota od_niego: Podnieś ** oczy_twoje i_popatrz z_tego_miejsca, gdzie_jesteś, tam na_północ, i_na_południe, i_na_wschód i_na_zachód,
Gen 13:15  bo **_całą_tę_ziemię, którą_ty widzisz, tobie dam_ją i_potomstwu_twemu aż_na_wieki.
Gen 13:16  I_uczynię **_potomstwo_twoje, jak_proch ziemi, ** jeśli_może ktoś policzyć, **_proch ziemi, także_potomstwo_twoje policzone_będzie.
Gen 13:17  Wstań, obejdź ten_kraj wzdłuż i_wszerz, bo tobie dam_go.
Gen 13:18  I_zwinął_namiot Abram i_poszedł i_osiedlił_się do_dębów_Mamre, które_(są) w_Hebronie. I_zbudował_tam ołtarz dla_JHWH.
Gen 14:1  A_stało_się w_dniach Amrafela, króla_Szinearu, Ariocha, króla Ellasaru, Kedorlaomera króla Elamu, i_Tidala króla Goim.
Gen 14:2  Czynili wojnę (z)_**_Berą, królem Sodomy, i_(z)_**_Birszą, królem Gomory, (z)_Szineabem, królem Admy, i_(z)_Szemeberem, królem Sebojimu, *** i_(z)_królem Beli, czyli_Soaru.
Gen 14:3  Wszyscy_ci zebrali_się do_doliny Siddim, (to_jest) Morze Słone.
Gen 14:4  Dwanaście ** lat służyli **_Kedorlaomerowi, a_trzynastego roku zbuntowali_się.
Gen 14:5  I_w_czternastym ** roku przybył Kedorlaomer i_królowie, którzy_(byli) z_nim, i_pobili **_Refaitów w_Aszterot_Karnaim, i_**_Zuzzytów w_Ham i_** Emitów na_równinie Kirjataim.
Gen 14:6  a_**_Chorytów w_górach_ich Seir aż_do El_Paran, które_jest na_pustyni.
Gen 14:7  I_zawrócili, i_przybyli do_En_Miszpat, (to_jest) Kadesz, i_pobili **_cały_obszar Amalekity, a_także **_Amoryty, osiadłego w_Chasason_Tamar.
Gen 14:8  I_wyszedł król_Sodomy i_król Gomory, i_król Admy, i_król Sebojim *** i_król Beli, (to_jest)_Soaru, i_w_szyku_ustawili ich (do)_wojny w_dolinie Siddim,
Gen 14:9  przeciw Kedorlaomerowi, królowi Elamu i_Tidalowi, królowi Goim, i_Amrafelowi, królowi Szinearu, i_Ariochowi, królowi Ellasaru, czterej królowie (przeciwko)_**_pięciu.
Gen 14:10  A_(w)_dolinie Siddim_(były) doły, doły smoły, i_uciekli król_Sodomy i_Gomory i_wpadli_tam, a_pozostali w_góry uciekli.
Gen 14:11  I_zabrali **_cały_dobytek Sodomy i_Gomory i_**_całą_żywność i_odeszli.
Gen 14:12  I_zabrali **_Lota i_**_dobytek_jego, syna_brata Abrama i_odeszli, a_on mieszka w_Sodomie.
Gen 14:13  I_przybył uciekinier, i_opowiedział **_Abramowi Hebrajczykowi, a_on mieszkał przy_dębie_Mamre, Amorryty brata Eszkola i_brata Anera, a_oni_(byli)[mężami] sprzymierzonymi_Abrama.
Gen 14:14  I_usłyszał Abram, że uprowadzony brat_jego i_wyprowadził **_wyćwiczonych_swoich, urodzonym (w)_domu_jego osiemnastu ** i_trzystu ** i_ścigał aż_do_Dan.
Gen 14:15  I_rozdzielił_się przeciw_nim nocą, on i_słudzy_jego i_pobił_ich i_ścigał_ich aż_do_Choby, która na_północ od_Damaszku.
Gen 14:16  I_odzyskał_z_ponownie ** cały_dobytek, a_także **_Lota, brata_swego, i_dobytek_jego. Odzyskany_ponownie, a_także **_kobiety i_**_lud.
Gen 14:17  I_wyszedł król_Sodomy naprzeciw_niego, po powrocie_jego po_bitwie nad_**_Kedorlaomerem i_**_królami, którzy (byli)_z_nim w_dolinie Szawe, **_to_(jest) dolinie królewskiej.
Gen 14:18  A_Melichizedek król Salem, przyniósł chleb i_wino, a_(był)_on kapłanem **_Boga Najwyższego.
Gen 14:19  I_pobłogosławił_go, i_powiedział: Błogosławiony Abram przez_Boga Najwyższego, Stwórcę nieba i_ziemi.
Gen 14:20  I_błogosławiony Bóg Najwyższy, który_wydał wrogów_twoich w_ręce_twoje. A_on_dał_mu dziesięcinę z_wszystkiego.
Gen 14:21  I_powiedział król_Sodomy do_Abrama: Daj_mi ludzi, a_dobytek weź_dla_siebie.
Gen 14:22  I_powiedział Abram do_króla Sodomy: Podnoszę ręce_moje do_JHWH, Boga Najwyższego, Stwórcy nieba i_ziemi,
Gen 14:23  (że)_ani_nitki, (ani) rzemienia_sandała ani_niczego_(nie)_wezmę z_wszystkiego_tego, co_twoje, abyś_nie powiedział: Ja uczyniłem_bogatym **_Abrama.
